00000053,00000001
00000176,00000001
00000068,00000001
00000897,00000001
00000626,00000001
00000435,00000001
00000855,00000001
00000849,00000001
00000161,00000001
00000190,00000001
00000769,00000001
00000988,00000001
00000284,00000001
00000960,00000001
00000919,00000001
00000591,00000001
00000099,00000001
00000009,00000001
00000880,00000001
00000408,00000001
00000679,00000001
00000428,00000001
00000286,00000001
00000008,00000001
00000224,00000001
00000883,00000001
00000643,00000001
00000389,00000001
00000019,00000001
00000236,00000001
00000601,00000001
00000706,00000001
00000205,00000001
00000240,00000001
00000667,00000001
00000926,00000001
00000436,00000001
00000495,00000001
00000492,00000001
00000515,00000001
00000467,00000001
00000478,00000001
00000658,00000001
00000359,00000001
00000521,00000001
00000304,00000001
00000186,00000001
00000718,00000001
00000876,00000001
00000703,00000001
00000153,00000001
00000238,00000001
00000327,00000001
00000820,00000002
00000282,00000002
00000201,00000002
00000942,00000002
00000363,00000002
00000310,00000002
00000839,00000002
00000896,00000002
00000162,00000002
00000188,00000002
00000061,00000002
00000695,00000002
00000685,00000002
00000779,00000002
00000736,00000002
00000139,00000002
00000403,00000002
00000550,00000002
00000908,00000002
00000324,00000002
00000095,00000002
00000771,00000002
00000738,00000002
00000879,00000002
00000871,00000002
00000807,00000002
00000350,00000002
00000962,00000002
00000790,00000002
00000011,00000002
00000108,00000002
00000829,00000002
00000847,00000002
00000216,00000002
00000017,00000002
00000130,00000002
00000819,00000002
00000137,00000002
00000160,00000002
00000537,00000002
00000190,00000002
00000650,00000002
00000146,00000002
00000877,00000002
00000712,00000002
00000521,00000002
00000846,00000002
00000200,00000002
00000103,00000002
00000503,00000002
00000494,00000002
00000066,00000002
00000129,00000002
00000182,00000003
00000076,00000003
00000519,00000003
00000453,00000003
00000203,00000003
00000480,00000003
00000750,00000003
00000937,00000003
00000570,00000003
00000062,00000003
00000236,00000003
00000930,00000003
00000372,00000003
00000475,00000003
00000736,00000003
00000051,00000003
00000678,00000003
00000784,00000003
00000332,00000003
00000228,00000003
00000869,00000003
00000448,00000003
00000291,00000003
00000530,00000003
00000181,00000003
00000866,00000003
00000357,00000003
00000603,00000003
00000043,00000003
00000623,00000003
00000825,00000003
00000388,00000003
00000411,00000003
00000058,00000003
00000980,00000003
00000916,00000003
00000858,00000003
00000898,00000003
00000685,00000003
00000406,00000003
00000961,00000003
00000063,00000003
00000104,00000003
00000380,00000003
00000649,00000003
00000086,00000003
00000539,00000003
00000767,00000003
00000983,00000003
00000060,00000003
00000044,00000003
00000893,00000003
00000921,00000003
00000674,00000004
00000997,00000004
00000520,00000004
00000662,00000004
00000439,00000004
00000460,00000004
00000471,00000004
00000360,00000004
00000621,00000004
00000686,00000004
00000341,00000004
00000463,00000004
00000410,00000004
00000756,00000004
00000872,00000004
00000285,00000004
00000572,00000004
00000732,00000004
00000072,00000004
00000227,00000004
00000020,00000004
00000013,00000004
00000810,00000004
00000735,00000004
00000547,00000004
00000428,00000004
00000884,00000004
00000343,00000004
00000801,00000004
00000780,00000004
00000363,00000004
00000828,00000004
00000907,00000004
00000046,00000004
00000156,00000004
00000549,00000004
00000308,00000004
00000033,00000004
00000576,00000004
00000678,00000004
00000311,00000004
00000480,00000004
00000984,00000004
00000151,00000004
00000052,00000004
00000197,00000004
00000528,00000004
00000970,00000004
00000562,00000004
00000824,00000004
00000485,00000004
00000113,00000004
00000391,00000004
00000856,00000005
00000029,00000005
00000640,00000005
00000975,00000005
00000479,00000005
00000086,00000005
00000648,00000005
00000352,00000005
00000870,00000005
00000769,00000005
00000546,00000005
00000554,00000005
00000114,00000005
00000011,00000005
00000392,00000005
00000006,00000005
00000189,00000005
00000635,00000005
00000287,00000005
00000755,00000005
00000676,00000005
00000761,00000005
00000847,00000005
00000973,00000005
00000495,00000005
00000906,00000005
00000115,00000005
00000281,00000005
00000047,00000005
00000746,00000005
00000764,00000005
00000349,00000005
00000399,00000005
00000775,00000005
00000077,00000005
00000083,00000005
00000986,00000005
00000332,00000005
00000480,00000005
00000526,00000005
00000569,00000005
00000972,00000005
00000465,00000005
00000066,00000005
00000126,00000005
00000207,00000005
00000208,00000005
00000481,00000005
00000340,00000005
00000205,00000005
00000037,00000005
00000565,00000005
00000008,00000005
00000616,00000006
00000013,00000006
00000308,00000006
00000887,00000006
00000690,00000006
00000087,00000006
00000117,00000006
00000916,00000006
00000876,00000006
00000935,00000006
00000674,00000006
00000047,00000006
00000264,00000006
00000414,00000006
00000140,00000006
00000758,00000006
00000144,00000006
00000972,00000006
00000812,00000006
00000432,00000006
00000902,00000006
00000436,00000006
00000136,00000006
00000852,00000006
00000817,00000006
00000475,00000006
00000680,00000006
00000372,00000006
00000316,00000006
00000424,00000006
00000989,00000006
00000746,00000006
00000413,00000006
00000260,00000006
00000784,00000006
00000357,00000006
00000928,00000006
00000862,00000006
00000673,00000006
00000405,00000006
00000526,00000006
00000354,00000006
00000641,00000006
00000788,00000006
00000276,00000006
00000732,00000006
00000040,00000006
00000137,00000006
00000124,00000006
00000840,00000006
00000092,00000006
00000613,00000006
00000870,00000006
00000073,00000007
00000769,00000007
00000404,00000007
00000743,00000007
00000720,00000007
00000832,00000007
00000887,00000007
00000415,00000007
00000597,00000007
00000273,00000007
00000020,00000007
00000612,00000007
00000553,00000007
00000869,00000007
00000674,00000007
00000851,00000007
00000524,00000007
00000579,00000007
00000639,00000007
00000163,00000007
00000819,00000007
00000501,00000007
00000924,00000007
00000626,00000007
00000090,00000007
00000100,00000007
00000773,00000007
00000824,00000007
00000492,00000007
00000752,00000007
00000130,00000007
00000187,00000007
00000481,00000007
00000672,00000007
00000706,00000007
00000575,00000007
00000227,00000007
00000744,00000007
00000825,00000007
00000378,00000007
